trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
173,False,"{'a': 0.5205688074223116, 'e': 0.8411376148446232}",20,0,-133.63213658803343,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
174,False,"{'a': 0.5201484488292157, 'e': 0.8402968976584314}",25,0,-87.48990224833105,"{0: 16, 1: 0, 2: 7, 3: 2, 4: 0}",0
175,False,"{'a': 0.5197285103846037, 'e': 0.8394570207692074}",20,5,-20.4981512333977,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
176,False,"{'a': 0.5193089916685371, 'e': 0.838617983337074}",25,0,-124.23472300831622,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
177,False,"{'a': 0.518889892261497, 'e': 0.8377797845229938}",30,0,-73.37275420784385,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
178,False,"{'a': 0.518471211744384, 'e': 0.8369424234887681}",20,0,-78.2109294098195,"{0: 12, 1: 4, 2: 1, 3: 3, 4: 0}",0
179,False,"{'a': 0.5180529496985178, 'e': 0.8361058993970355}",20,0,-132.1417111602348,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
180,False,"{'a': 0.517635105705636, 'e': 0.835270211411272}",30,0,-55.69423576550244,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
181,False,"{'a': 0.5172176793478948, 'e': 0.8344353586957896}",25,10,-41.15960310762224,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
182,False,"{'a': 0.5168006702078677, 'e': 0.8336013404157353}",30,0,-56.795909845208485,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
183,False,"{'a': 0.5163840778685455, 'e': 0.832768155737091}",20,0,-80.43810075747939,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
184,False,"{'a': 0.5159679019133359, 'e': 0.8319358038266718}",20,15,-34.07807562566187,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
185,False,"{'a': 0.5155521419260628, 'e': 0.8311042838521256}",25,0,-64.1295616202858,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
186,False,"{'a': 0.5151367974909664, 'e': 0.8302735949819328}",20,0,-38.97300084024987,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
187,False,"{'a': 0.5147218681927019, 'e': 0.8294437363854039}",25,0,-125.26873050293463,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
188,False,"{'a': 0.5143073536163403, 'e': 0.8286147072326806}",20,0,-137.70354278277966,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
189,False,"{'a': 0.5138932533473668, 'e': 0.8277865066947336}",25,0,-130.94809444720383,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
190,False,"{'a': 0.5134795669716812, 'e': 0.8269591339433623}",35,0,-119.57851603335644,"{0: 25, 1: 4, 2: 3, 3: 1, 4: 2}",0
191,False,"{'a': 0.5130662940755969, 'e': 0.8261325881511938}",25,0,-130.70139834425575,"{0: 14, 1: 0, 2: 10, 3: 0, 4: 1}",0
192,False,"{'a': 0.5126534342458412, 'e': 0.8253068684916824}",20,0,-125.028817814661,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",1
193,False,"{'a': 0.5122409870695541, 'e': 0.8244819741391082}",20,0,-137.6173596514244,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 3}",1
194,False,"{'a': 0.5118289521342885, 'e': 0.8236579042685769}",25,0,-79.64281368701619,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
195,False,"{'a': 0.5114173290280092, 'e': 0.8228346580560184}",20,0,-55.986634079923206,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
196,False,"{'a': 0.5110061173390933, 'e': 0.8220122346781865}",20,0,-65.25044519944666,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
197,False,"{'a': 0.510595316656329, 'e': 0.821190633312658}",25,0,-195.43507302744257,"{0: 14, 1: 2, 2: 3, 3: 3, 4: 3}",0
198,False,"{'a': 0.5101849265689156, 'e': 0.8203698531378311}",20,0,-128.0036725969479,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
199,False,"{'a': 0.5097749466664628, 'e': 0.8195498933329256}",25,0,-82.26677377016806,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
200,False,"{'a': 0.5093653765389909, 'e': 0.8187307530779818}",25,0,-99.44310297791327,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
201,False,"{'a': 0.5089562157769297, 'e': 0.8179124315538594}",25,0,-38.67150724995242,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
202,False,"{'a': 0.5085474639711183, 'e': 0.8170949279422366}",25,0,-96.60164351169156,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
203,False,"{'a': 0.508139120712805, 'e': 0.8162782414256099}",30,0,-149.43350631400415,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 2}",0
204,False,"{'a': 0.5077311855936464, 'e': 0.8154623711872927}",25,13,-10.159994899123014,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
205,False,"{'a': 0.5073236582057072, 'e': 0.8146473164114145}",25,0,-147.46449491506428,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
206,False,"{'a': 0.5069165381414603, 'e': 0.8138330762829207}",20,0,-168.70914476536484,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
207,False,"{'a': 0.5065098249937855, 'e': 0.813019649987571}",25,0,-70.58391758260271,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
208,False,"{'a': 0.5061035183559696, 'e': 0.8122070367119391}",20,10,-79.38116291571093,"{0: 4, 1: 1, 2: 4, 3: 0, 4: 1}",1
209,False,"{'a': 0.5056976178217057, 'e': 0.8113952356434114}",25,0,-96.23566904901556,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
210,False,"{'a': 0.5052921229850935, 'e': 0.8105842459701871}",20,0,-34.84164328318153,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
211,False,"{'a': 0.5048870334406381, 'e': 0.8097740668812763}",20,4,-14.120829063921198,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
212,False,"{'a': 0.5044823487832499, 'e': 0.8089646975664999}",20,2,-137.26016480044564,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 2}",1
213,False,"{'a': 0.5040780686082442, 'e': 0.8081561372164884}",20,0,-5.492458010229937,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
214,False,"{'a': 0.5036741925113407, 'e': 0.8073483850226815}",25,0,-51.8640635493215,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
215,False,"{'a': 0.5032707200886635, 'e': 0.8065414401773269}",20,0,-62.648959715805034,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
216,False,"{'a': 0.5028676509367398, 'e': 0.8057353018734796}",25,0,-57.52795408552899,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
217,False,"{'a': 0.5024649846525008, 'e': 0.8049299693050015}",20,11,6.377541828302263,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5020627208332799, 'e': 0.8041254416665596}",20,9,-66.59830029097051,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 1}",1
219,False,"{'a': 0.5016608590768132, 'e': 0.8033217181536265}",30,11,-119.19249511973989,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 2}",1
220,False,"{'a': 0.5012593989812393, 'e': 0.8025187979624785}",25,0,-139.19510994358774,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
221,False,"{'a': 0.5008583401450977, 'e': 0.8017166802901953}",25,0,-78.97028400517723,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
222,False,"{'a': 0.5004576821673296, 'e': 0.8009153643346592}",30,0,-68.38287840268553,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
223,False,"{'a': 0.5000574246472771, 'e': 0.8001148492945541}",25,0,-136.4182026369259,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
224,False,"{'a': 0.49965756718468257, 'e': 0.7993151343693651}",30,0,-52.66419312294527,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
225,False,"{'a': 0.4992581093796885, 'e': 0.7985162187593771}",20,0,-28.63367972134519,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
226,False,"{'a': 0.4988590508328371, 'e': 0.7977181016656743}",20,0,9.889716488890866,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 0.4984603911450698, 'e': 0.7969207822901396}",25,0,-104.40121278507664,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
228,False,"{'a': 0.4980621299177269, 'e': 0.7961242598354538}",25,7,-10.585810700313598,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
229,False,"{'a': 0.49766426675254705, 'e': 0.795328533505094}",25,0,-56.44569422485994,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
230,False,"{'a': 0.497266801251667, 'e': 0.794533602503334}",20,0,-137.18787499523674,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
231,False,"{'a': 0.4968697330176214, 'e': 0.7937394660352428}",30,0,-109.64435757820223,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
232,False,"{'a': 0.4964730616533418, 'e': 0.7929461233066837}",20,0,-105.92079843296824,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
233,False,"{'a': 0.49607678676215705, 'e': 0.792153573524314}",20,0,-25.790851032121346,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
234,False,"{'a': 0.49568090794779196, 'e': 0.7913618158955839}",25,0,-92.22171903832788,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
235,False,"{'a': 0.49528542481436777, 'e': 0.7905708496287356}",20,0,-74.01025154614244,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
236,False,"{'a': 0.4948903369664014, 'e': 0.7897806739328027}",20,0,-129.7105146798831,"{0: 8, 1: 2, 2: 9, 3: 0, 4: 1}",0
237,False,"{'a': 0.49449564400880486, 'e': 0.7889912880176096}",20,0,-127.79808937210198,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
238,False,"{'a': 0.49410134554688523, 'e': 0.7882026910937704}",25,0,-91.08912321669416,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
239,False,"{'a': 0.4937074411863439, 'e': 0.7874148823726879}",25,0,-104.14526831234814,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
240,False,"{'a': 0.49331393053327677, 'e': 0.7866278610665535}",25,14,-70.38233807809607,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 1}",1
241,False,"{'a': 0.4929208131941728, 'e': 0.7858416263883455}",20,0,-19.143273030067057,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
242,False,"{'a': 0.4925280887759148, 'e': 0.7850561775518295}",20,0,-85.69247684718006,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
243,False,"{'a': 0.49213575688577826, 'e': 0.7842715137715565}",30,18,-16.145956026649635,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 0}",1
244,False,"{'a': 0.4917438171314312, 'e': 0.7834876342628625}",25,0,-106.22935801077726,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
245,False,"{'a': 0.4913522691209341, 'e': 0.7827045382418681}",20,0,-49.68216491697585,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
246,False,"{'a': 0.49096111246273866, 'e': 0.7819222249254772}",20,10,-26.202563179765544,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
247,False,"{'a': 0.4905703467656882, 'e': 0.7811406935313765}",25,0,-156.9635849628954,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 3}",0
248,False,"{'a': 0.49017997163901716, 'e': 0.7803599432780343}",30,1,-105.63740734933968,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 1}",1
249,False,"{'a': 0.4897899866923502, 'e': 0.7795799733847004}",25,13,3.0976719479203005,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.4894003915357025, 'e': 0.7788007830714049}",20,13,-42.69351017890098,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
251,False,"{'a': 0.48901118577947866, 'e': 0.7780223715589574}",25,0,-59.35967191757712,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
252,False,"{'a': 0.4886223690344731, 'e': 0.7772447380689461}",20,0,-45.14723301094901,"{0: 10, 1: 7, 2: 3, 3: 0, 4: 0}",0
253,False,"{'a': 0.4882339409118689, 'e': 0.7764678818237378}",25,0,-129.46530096460083,"{0: 13, 1: 2, 2: 6, 3: 4, 4: 0}",0
254,False,"{'a': 0.487845901023238, 'e': 0.775691802046476}",20,0,12.845556419354141,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
255,False,"{'a': 0.48745824898054047, 'e': 0.774916497961081}",25,17,-15.088568520766435,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
256,False,"{'a': 0.4870709843961242, 'e': 0.7741419687922484}",20,0,-61.03608977112761,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
257,False,"{'a': 0.48668410688272457, 'e': 0.7733682137654491}",25,1,-203.6360574022865,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 4}",1
258,False,"{'a': 0.486297616053464, 'e': 0.772595232106928}",25,0,-111.16096815724727,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
259,False,"{'a': 0.48591151152185175, 'e': 0.7718230230437035}",25,16,7.143477513725223,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.4855257929017831, 'e': 0.7710515858035663}",25,0,-27.38038438281763,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
261,False,"{'a': 0.4851404598075396, 'e': 0.7702809196150792}",20,0,-112.64353483410105,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
262,False,"{'a': 0.48475551185378796, 'e': 0.7695110237075758}",20,8,-77.2684924447881,"{0: 6, 1: 2, 2: 2, 3: 1, 4: 1}",1
263,False,"{'a': 0.48437094865558017, 'e': 0.7687418973111603}",20,0,-36.606102646371696,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
264,False,"{'a': 0.4839867698283531, 'e': 0.7679735396567062}",25,0,-91.35722513485105,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
265,False,"{'a': 0.4836029749879278, 'e': 0.7672059499758557}",25,7,-145.39869406688143,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 3}",1
266,False,"{'a': 0.48321956375050956, 'e': 0.7664391275010192}",20,0,-90.15931592737908,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
267,False,"{'a': 0.4828365357326869, 'e': 0.7656730714653739}",20,5,-29.414515415251337,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
268,False,"{'a': 0.48245389055143206, 'e': 0.7649077811028641}",25,0,-158.04687880400013,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
269,False,"{'a': 0.4820716278240995, 'e': 0.764143255648199}",20,0,-92.90358087653657,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
270,False,"{'a': 0.4816897471684266, 'e': 0.7633794943368531}",25,0,-106.68423163684031,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
271,False,"{'a': 0.4813082482025327, 'e': 0.7626164964050653}",30,20,-18.772383293729256,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
272,False,"{'a': 0.48092713054491876, 'e': 0.7618542610898376}",20,0,-129.53558525202402,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
273,False,"{'a': 0.4805463938144672, 'e': 0.7610927876289343}",20,2,-18.350250290105723,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
274,False,"{'a': 0.4801660376304411, 'e': 0.7603320752608821}",35,11,-62.163216810950466,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 1}",1
275,False,"{'a': 0.47978606161248427, 'e': 0.7595721232249685}",25,0,-110.68524640510786,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
276,False,"{'a': 0.4794064653806207, 'e': 0.7588129307612415}",20,0,-94.82764017108126,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
277,False,"{'a': 0.47902724855525414, 'e': 0.7580544971105083}",35,0,-119.08308863382528,"{0: 24, 1: 0, 2: 9, 3: 1, 4: 1}",0
278,False,"{'a': 0.4786484107571678, 'e': 0.7572968215143355}",20,0,-52.44497979252624,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
279,False,"{'a': 0.4782699516075237, 'e': 0.7565399032150474}",25,0,-34.352734948943386,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
280,False,"{'a': 0.47789187072786277, 'e': 0.7557837414557255}",20,0,-34.4651420959753,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
281,False,"{'a': 0.477514167740104, 'e': 0.755028335480208}",25,0,-37.31180824044501,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
282,False,"{'a': 0.4771368422665445, 'e': 0.754273684533089}",20,12,-28.207428147524734,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
283,False,"{'a': 0.4767598939298586, 'e': 0.7535197878597173}",20,0,-32.52914885923567,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
284,False,"{'a': 0.4763833223530981, 'e': 0.7527666447061963}",20,0,-93.8053896223232,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
285,False,"{'a': 0.4760071271596913, 'e': 0.7520142543193826}",25,0,-59.20573583656844,"{0: 17, 1: 5, 2: 1, 3: 2, 4: 0}",0
286,False,"{'a': 0.475631307973443, 'e': 0.751262615946886}",20,7,-68.83616039594375,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 1}",1
287,False,"{'a': 0.47525586441853396, 'e': 0.750511728837068}",25,7,-43.453425131124185,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
288,False,"{'a': 0.4748807961195206, 'e': 0.7497615922390413}",20,0,-165.54166139827936,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
289,False,"{'a': 0.47450610270133464, 'e': 0.7490122054026693}",20,0,-54.52070373979258,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
290,False,"{'a': 0.47413178378928267, 'e': 0.7482635675785653}",20,0,-161.76381198267148,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
291,False,"{'a': 0.47375783900904556, 'e': 0.747515678018091}",25,0,-141.35612896199854,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
292,False,"{'a': 0.47338426798667854, 'e': 0.7467685359733571}",20,10,-24.324529481037402,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
293,False,"{'a': 0.4730110703486108, 'e': 0.7460221406972215}",20,0,-126.74262379661221,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
294,False,"{'a': 0.47263824572164437, 'e': 0.7452764914432887}",20,0,-19.87901925572937,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
295,False,"{'a': 0.47226579373295474, 'e': 0.7445315874659094}",20,0,-72.54505489292062,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
296,False,"{'a': 0.47189371401008984, 'e': 0.7437874280201796}",20,15,10.48732861203018,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.47152200618096995, 'e': 0.7430440123619398}",20,0,-42.99751045844863,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
298,False,"{'a': 0.4711506698738872, 'e': 0.7423013397477743}",20,0,-25.948747643101886,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
299,False,"{'a': 0.4707797047175053, 'e': 0.7415594094350105}",20,5,-76.38780069258972,"{0: 8, 1: 2, 2: 4, 3: 0, 4: 1}",1
300,False,"{'a': 0.47040911034085897, 'e': 0.7408182206817179}",20,0,-70.59836278871313,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
301,False,"{'a': 0.4700388863733539, 'e': 0.7400777727467077}",25,0,-40.04368785030385,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
302,False,"{'a': 0.469669032444766, 'e': 0.7393380648895319}",25,0,-30.790705786231662,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
303,False,"{'a': 0.46929954818524133, 'e': 0.7385990963704826}",20,0,-61.878748058420186,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
304,False,"{'a': 0.4689304332252956, 'e': 0.7378608664505912}",20,0,-188.4146005518718,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
305,False,"{'a': 0.4685616871958139, 'e': 0.7371233743916278}",25,0,-68.39196782442994,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
306,False,"{'a': 0.46819330972805007, 'e': 0.7363866194561002}",35,0,-118.35360230852997,"{0: 25, 1: 2, 2: 6, 3: 0, 4: 2}",0
307,False,"{'a': 0.4678253004536267, 'e': 0.7356506009072533}",25,0,-59.41714135987312,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
308,False,"{'a': 0.4674576590045344, 'e': 0.7349153180090687}",25,0,-66.56175656948959,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
309,False,"{'a': 0.4670903850131317, 'e': 0.7341807700262634}",20,6,2.5325051557090337,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.46672347811214465, 'e': 0.7334469562242892}",20,6,-67.78731944732804,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
311,False,"{'a': 0.46635693793466626, 'e': 0.7327138758693325}",25,0,-92.99968097629349,"{0: 15, 1: 1, 2: 7, 3: 2, 4: 0}",0
312,False,"{'a': 0.4659907641141563, 'e': 0.7319815282283126}",30,14,-132.50050619053502,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 3}",1
313,False,"{'a': 0.465624956284441, 'e': 0.731249912568882}",20,0,-67.01084134057761,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",1
314,False,"{'a': 0.46525951407971244, 'e': 0.7305190281594249}",25,0,-112.07524784384924,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
315,False,"{'a': 0.4648944371345284, 'e': 0.7297888742690568}",30,0,-53.48241848688492,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
316,False,"{'a': 0.46452972508381196, 'e': 0.7290594501676239}",20,6,-7.401476962928259,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
317,False,"{'a': 0.4641653775628509, 'e': 0.7283307551257018}",25,0,-18.11776726365862,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
318,False,"{'a': 0.4638013942072977, 'e': 0.7276027884145955}",20,0,-47.82939390803525,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
319,False,"{'a': 0.46343777465316915, 'e': 0.7268755493063382}",30,0,-71.70499457547992,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
320,False,"{'a': 0.46307451853684545, 'e': 0.7261490370736909}",20,13,-6.913084845849168,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
321,False,"{'a': 0.4627116254950706, 'e': 0.7254232509901412}",20,0,-56.57117059778719,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
322,False,"{'a': 0.4623490951649515, 'e': 0.7246981903299029}",20,0,-75.12065551939861,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
323,False,"{'a': 0.4619869271839576, 'e': 0.7239738543679153}",20,0,-129.58419528511436,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
324,False,"{'a': 0.4616251211899213, 'e': 0.7232502423798425}",20,0,-72.96388385080172,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
325,False,"{'a': 0.4612636768210361, 'e': 0.7225273536420722}",35,0,-127.01291012435841,"{0: 23, 1: 4, 2: 4, 3: 3, 4: 1}",0
326,False,"{'a': 0.46090259371585796, 'e': 0.7218051874317158}",30,0,-62.150824750372344,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
327,False,"{'a': 0.4605418715133035, 'e': 0.721083743026607}",30,0,4.187630005342636,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
328,False,"{'a': 0.4601815098526507, 'e': 0.7203630197053014}",20,0,-61.279391275421254,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
329,False,"{'a': 0.45982150837353775, 'e': 0.7196430167470754}",25,0,-123.55493730556425,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
330,False,"{'a': 0.4594618667159631, 'e': 0.7189237334319262}",25,0,-24.21316542383504,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
331,False,"{'a': 0.4591025845202852, 'e': 0.7182051690405703}",20,0,-79.04614412625148,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
332,False,"{'a': 0.45874366142722167, 'e': 0.7174873228544433}",25,0,-72.83209075682934,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
333,False,"{'a': 0.45838509707784947, 'e': 0.716770194155699}",25,0,-97.90835784804426,"{0: 13, 1: 4, 2: 6, 3: 2, 4: 0}",0
334,False,"{'a': 0.4580268911136043, 'e': 0.7160537822272085}",30,0,-74.10973611997434,"{0: 22, 1: 2, 2: 3, 3: 3, 4: 0}",1
335,False,"{'a': 0.45766904317628, 'e': 0.7153380863525599}",25,0,-92.58706944361182,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
336,False,"{'a': 0.4573115529080287, 'e': 0.7146231058160574}",30,11,-38.48163036636465,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 0}",1
337,False,"{'a': 0.4569544199513601, 'e': 0.7139088399027201}",35,0,-191.49222001677663,"{0: 19, 1: 2, 2: 11, 3: 1, 4: 2}",0
338,False,"{'a': 0.45659764394914115, 'e': 0.7131952878982822}",20,0,-119.5582468844216,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
339,False,"{'a': 0.4562412245445959, 'e': 0.7124824490891918}",25,11,-44.573216257232914,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
340,False,"{'a': 0.45588516138130486, 'e': 0.7117703227626098}",25,7,-19.757209139333934,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
341,False,"{'a': 0.4555294541032049, 'e': 0.7110589082064097}",20,0,-89.30074918877236,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
342,False,"{'a': 0.45517410235458866, 'e': 0.7103482047091773}",25,5,-135.59252654758697,"{0: 8, 1: 5, 2: 4, 3: 2, 4: 1}",1
343,False,"{'a': 0.4548191057801043, 'e': 0.7096382115602087}",25,3,-30.83777161554157,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
344,False,"{'a': 0.4544644640247554, 'e': 0.7089289280495107}",20,0,-46.80436232086724,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
